LECROYWP725Zi-A,67858,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 01:24:58,0                 
Time,Ampl
8.01746e-009,-0.00330145
8.06746e-009,-0.00926625
8.11746e-009,-0.0123874
8.16746e-009,-0.0088501
8.21746e-009,-0.00316273
8.26746e-009,0.00141491
8.31746e-009,-0.00142878
8.36746e-009,-0.00774037
8.41746e-009,-0.0128035
8.46746e-009,-0.00690807
8.51746e-009,0.0129284
8.56746e-009,0.0193093
8.61746e-009,0.0100153
8.66746e-009,-0.00316273
8.71746e-009,-0.0161327
8.76746e-009,-0.0240395
8.81746e-009,-0.0259122
8.86746e-009,-0.0220975
8.91746e-009,-0.0182134
8.96746e-009,-0.0188377
9.01746e-009,-0.0267445
9.06746e-009,-0.0293801
9.11746e-009,-0.022583
9.16746e-009,-0.0202248
9.21746e-009,-0.0275074
9.26746e-009,-0.0307673
9.31746e-009,-0.0276462
9.36746e-009,-0.0245944
9.41746e-009,-0.0248025
9.46746e-009,-0.0225136
9.51746e-009,-0.0236234
9.56746e-009,-0.030143
9.61746e-009,-0.0386741
9.66746e-009,-0.0414484
9.71746e-009,-0.0353449
9.76746e-009,-0.0186296
9.81746e-009,-0.00531283
9.86746e-009,-0.00642256
9.91746e-009,-0.0119019
9.96746e-009,-0.0196006
1.00175e-008,-0.0305592
1.00675e-008,-0.0346513
1.01175e-008,-0.030906
1.01675e-008,-0.0315996
1.02175e-008,-0.0268139
1.02675e-008,-0.011347
1.03175e-008,-0.000249689
1.03675e-008,0.00217785
1.04175e-008,-0.00489668
1.04675e-008,-0.0106534
1.05175e-008,-0.0149536
1.05675e-008,-0.0158553
1.06175e-008,-0.00808716
1.06675e-008,-0.00330145
1.07175e-008,-0.00600641
1.07675e-008,-0.00239979
1.08175e-008,0.00356501
1.08675e-008,-0.00219172
1.09175e-008,-0.00774037
1.09675e-008,-0.00434182
1.10175e-008,-0.00579834
1.10675e-008,-0.00864202
1.11175e-008,-0.00774037
1.11675e-008,-0.00246915
1.12175e-008,-0.00739358
1.12675e-008,-0.0180747
1.13175e-008,-0.0211958
1.13675e-008,-0.0124567
1.14175e-008,-0.0116938
1.14675e-008,-0.0181441
1.15175e-008,-0.0207103
1.15675e-008,-0.0126648
1.16175e-008,-0.0124567
1.16675e-008,-0.0144681
1.17175e-008,-0.0188377
1.17675e-008,-0.0248718
1.18175e-008,-0.0316689
1.18675e-008,-0.0459567
1.19175e-008,-0.0551813
1.19675e-008,-0.0461648
1.20175e-008,-0.0334029
1.20675e-008,-0.019878
1.21175e-008,-0.012318
1.21675e-008,-0.0230685
1.22175e-008,-0.0270219
1.22675e-008,-0.0149536
1.23175e-008,-0.00815652
1.23675e-008,-0.0100292
1.24175e-008,-0.0173811
1.24675e-008,-0.01967
1.25175e-008,-0.020641
1.25675e-008,-0.0181441
1.26175e-008,-0.00961304
1.26675e-008,-0.00628385
1.27175e-008,-0.00316273
1.27675e-008,-0.00163685
1.28175e-008,-0.000943271
1.28675e-008,-0.00753229
1.29175e-008,-0.0116938
1.29675e-008,-0.00233043
1.30175e-008,0.00828136
1.30675e-008,0.0133445
1.31175e-008,0.00599254
1.31675e-008,-0.0128035
1.32175e-008,-0.0290333
1.32675e-008,-0.0387435
1.33175e-008,-0.0356917
1.33675e-008,-0.0193232
1.34175e-008,-0.00517412
1.34675e-008,-0.002053
1.35175e-008,-0.00593706
1.35675e-008,-0.0158553
1.36175e-008,-0.0236234
1.36675e-008,-0.0225136
1.37175e-008,-0.0238315
1.37675e-008,-0.0191845
1.38175e-008,-0.0180747
1.38675e-008,-0.0180747
1.39175e-008,-0.0211958
1.39675e-008,-0.0250105
1.40175e-008,-0.0224443
1.40675e-008,-0.0173811
1.41175e-008,-0.00489668
1.41675e-008,-0.00177557
1.42175e-008,-0.0116244
1.42675e-008,-0.0226524
1.43175e-008,-0.0133584
1.43675e-008,0.000790683
1.44175e-008,0.00280207
1.44675e-008,-0.0058677
1.45175e-008,-0.0139132
1.45675e-008,-0.0137052
1.46175e-008,-0.0123874
1.46675e-008,-0.0200168
1.47175e-008,-0.0223056
1.47675e-008,-0.0176586
1.48175e-008,-0.0165489
1.48675e-008,-0.0130116
1.49175e-008,-0.00940496
1.49675e-008,-0.00774037
1.50175e-008,-0.0163408
1.50675e-008,-0.0230685
1.51175e-008,-0.0231379
1.51675e-008,-0.0199474
1.52175e-008,-0.00628385
1.52675e-008,0.000374534
1.53175e-008,-0.00413374
1.53675e-008,-0.00267722
1.54175e-008,0.00876687
1.54675e-008,0.00828136
1.55175e-008,-0.000110973
1.55675e-008,-0.00559027
1.56175e-008,-0.00385631
1.56675e-008,-0.00690807
1.57175e-008,-0.00711614
1.57675e-008,-0.000804554
1.58175e-008,-0.00364824
1.58675e-008,-0.00406439
1.59175e-008,0.00016646
1.59675e-008,0.0052296
1.60175e-008,0.00134555
1.60675e-008,-0.0143987
1.61175e-008,-0.0210571
1.61675e-008,-0.0224443
1.62175e-008,-0.0236234
1.62675e-008,-0.0244557
1.63175e-008,-0.0178667
1.63675e-008,-0.00919689
1.64175e-008,-0.0170344
1.64675e-008,-0.0274381
1.65175e-008,-0.0418646
1.65675e-008,-0.0474132
1.66175e-008,-0.0426275
1.66675e-008,-0.0363159
1.67175e-008,-0.019878
1.67675e-008,0.00106812
1.68175e-008,-0.0012207
1.68675e-008,-0.0106534
1.69175e-008,-0.0160633
1.69675e-008,-0.0252186
1.70175e-008,-0.0273687
1.70675e-008,-0.0232766
1.71175e-008,-0.0209184
1.71675e-008,-0.00961304
1.72175e-008,-0.00621449
1.72675e-008,-0.00621449
1.73175e-008,-0.00468861
1.73675e-008,-0.0102373
1.74175e-008,-0.0191845
1.74675e-008,-0.0153004
1.75175e-008,-0.0121793
1.75675e-008,-0.014052
1.76175e-008,-0.0164101
1.76675e-008,-0.0197393
1.77175e-008,-0.0327093
1.77675e-008,-0.0445002
1.78175e-008,-0.0344432
1.78675e-008,-0.0164795
1.79175e-008,-0.0128729
1.79675e-008,-0.0164795
1.80175e-008,-0.0197393
1.80675e-008,-0.0214733
1.81175e-008,-0.0202942
1.81675e-008,-0.0138439
1.82175e-008,-0.0050354
1.82675e-008,0.00731035
1.83175e-008,0.0118186
1.83675e-008,0.00890558
1.84175e-008,0.000582608
1.84675e-008,-0.00233043
1.85175e-008,0.00959917
1.85675e-008,0.0173673
1.86175e-008,-0.00364824
1.86675e-008,-0.0157166
1.87175e-008,-0.0149536
1.87675e-008,-0.0141213
1.88175e-008,-0.0192538
1.88675e-008,-0.0363159
1.89175e-008,-0.04776
1.89675e-008,-0.0406161
1.90175e-008,-0.0283397
1.90675e-008,-0.0141907
1.91175e-008,-0.015023
1.91675e-008,-0.0188377
1.92175e-008,-0.0176586
1.92675e-008,-0.026259
1.93175e-008,-0.0343045
1.93675e-008,-0.0315996
1.94175e-008,-0.0189764
1.94675e-008,-0.0128035
1.95175e-008,-0.0146068
1.95675e-008,-0.0162021
1.96175e-008,-0.0191845
1.96675e-008,-0.0261203
1.97175e-008,-0.0110002
1.97675e-008,0.0141074
1.98175e-008,0.0132751
1.98675e-008,0.00217785
1.99175e-008,-0.00524347
1.99675e-008,-0.00337081
2.00175e-008,0.00016646
2.00675e-008,0.00217785
2.01175e-008,0.000443892
2.01675e-008,-0.00309337
2.02175e-008,-0.00559027
2.02675e-008,-0.000527122
2.03175e-008,0.0022472
2.03675e-008,-0.0071855
2.04175e-008,-0.0199474
2.04675e-008,-0.0234847
2.05175e-008,-0.00780973
2.05675e-008,0.000929399
2.06175e-008,-0.00663064
2.06675e-008,-0.0177973
2.07175e-008,-0.0165489
2.07675e-008,0.000305176
2.08175e-008,0.00758778
2.08675e-008,-0.0121099
2.09175e-008,-0.035553
2.09675e-008,-0.0334029
2.10175e-008,-0.015231
2.10675e-008,-0.00864202
2.11175e-008,-0.00843395
2.11675e-008,-0.00461925
2.12175e-008,-0.0110002
2.12675e-008,-0.0276462
2.13175e-008,-0.0393677
2.13675e-008,-0.0414484
2.14175e-008,-0.0348594
2.14675e-008,-0.0302124
2.15175e-008,-0.0300737
2.15675e-008,-0.0192538
2.16175e-008,-0.0110696
2.16675e-008,-0.00753229
2.17175e-008,-0.00565962
2.17675e-008,-0.0104453
2.18175e-008,-0.0167569
2.18675e-008,-0.0115551
2.19175e-008,-0.00101263
2.19675e-008,0.00280207
2.20175e-008,0.000582608
2.20675e-008,-0.00295466
2.21175e-008,9.71014e-005
2.21675e-008,0.00925237
2.22175e-008,0.00592318
2.22675e-008,-0.0037176
2.23175e-008,-0.00690807
2.23675e-008,0.00148426
2.24175e-008,-0.000319047
2.24675e-008,-0.0146068
2.25175e-008,-0.0293107
2.25675e-008,-0.0292414
2.26175e-008,-0.0170344
2.26675e-008,-0.00725486
2.27175e-008,-0.00406439
2.27675e-008,-0.00385631
2.28175e-008,0.000860041
2.28675e-008,-0.00545155
2.29175e-008,-0.0148843
2.29675e-008,-0.0220281
2.30175e-008,-0.0218894
2.30675e-008,-0.0253573
2.31175e-008,-0.0236234
2.31675e-008,-0.0148843
2.32175e-008,-0.000873912
2.32675e-008,0.00536832
2.33175e-008,0.00169234
2.33675e-008,-0.00350952
2.34175e-008,-0.00676935
2.34675e-008,-0.00989047
2.35175e-008,-0.0050354
2.35675e-008,-0.00239979
2.36175e-008,-0.002053
2.36675e-008,-0.00739358
2.37175e-008,-0.0166876
2.37675e-008,-0.00524347
2.38175e-008,0.00231656
2.38675e-008,0.00141491
2.39175e-008,0.000305176
2.39675e-008,0.00564575
2.40175e-008,0.0163269
2.40675e-008,0.0161882
2.41175e-008,0.0039118
2.41675e-008,-0.00468861
2.42175e-008,-0.0102373
2.42675e-008,-0.0131503
2.43175e-008,-0.0144681
2.43675e-008,-0.018699
2.44175e-008,-0.0130809
2.44675e-008,-0.00857267
2.45175e-008,-0.00385631
2.45675e-008,0.010154
2.46175e-008,0.0136219
2.46675e-008,-0.0037176
2.47175e-008,-0.0211958
2.47675e-008,-0.0354836
2.48175e-008,-0.0349981
2.48675e-008,-0.0271606
2.49175e-008,-0.0259122
2.49675e-008,-0.0275768
2.50175e-008,-0.0268832
2.50675e-008,-0.0191151
2.51175e-008,-0.0116244
2.51675e-008,-0.0189764
2.52175e-008,-0.0312528
2.52675e-008,-0.0348594
2.53175e-008,-0.0311141
2.53675e-008,-0.0273687
2.54175e-008,-0.018699
2.54675e-008,-0.0136358
2.55175e-008,-0.019878
2.55675e-008,-0.0306286
2.56175e-008,-0.0313915
2.56675e-008,-0.0254267
2.57175e-008,-0.0185602
2.57675e-008,-0.0190457
2.58175e-008,-0.0182828
2.58675e-008,-0.0150923
2.59175e-008,-0.0172424
2.59675e-008,-0.0203635
2.60175e-008,-0.0261896
2.60675e-008,-0.0209878
2.61175e-008,-0.0106534
2.61675e-008,-0.0207797
2.62175e-008,-0.0358998
2.62675e-008,-0.0427662
2.63175e-008,-0.0432517
2.63675e-008,-0.0389515
2.64175e-008,-0.0332642
2.64675e-008,-0.0313221
2.65175e-008,-0.0185602
2.65675e-008,-0.00392567
2.66175e-008,-0.00267722
2.66675e-008,-0.00510476
2.67175e-008,-0.00233043
2.67675e-008,0.00585383
2.68175e-008,0.00585383
2.68675e-008,-0.00239979
2.69175e-008,-0.011347
2.69675e-008,-0.00864202
2.70175e-008,-0.0096824
2.70675e-008,-0.0241782
2.71175e-008,-0.0297963
2.71675e-008,-0.0247331
2.72175e-008,-0.0228604
2.72675e-008,-0.0213346
2.73175e-008,-0.0184909
2.73675e-008,-0.0100985
2.74175e-008,-0.00281594
2.74675e-008,-0.00676935
2.75175e-008,-0.0177973
2.75675e-008,-0.0199474
2.76175e-008,-0.01426
2.76675e-008,-0.0107921
2.77175e-008,-0.0167569
2.77675e-008,-0.0218201
2.78175e-008,-0.0287559
2.78675e-008,-0.0313915
2.79175e-008,-0.0264671
2.79675e-008,-0.0139132
2.80175e-008,-0.00905817
2.80675e-008,-0.0158553
2.81175e-008,-0.0220281
2.81675e-008,-0.0238315
2.82175e-008,-0.0203635
2.82675e-008,-0.018699
2.83175e-008,-0.0201555
2.83675e-008,-0.0286865
2.84175e-008,-0.0401306
2.84675e-008,-0.0363159
2.85175e-008,-0.0226524
2.85675e-008,-0.0131503
2.86175e-008,-0.0137052
2.86675e-008,-0.0241782
2.87175e-008,-0.0268832
2.87675e-008,-0.01426
2.88175e-008,-0.00434182
2.88675e-008,-0.0080178
2.89175e-008,-0.0185602
2.89675e-008,-0.0158553
2.90175e-008,-0.0121099
2.90675e-008,-0.0160633
2.91175e-008,-0.0110696
2.91675e-008,-0.0058677
2.92175e-008,-0.0121099
2.92675e-008,-0.0219588
2.93175e-008,-0.0320851
2.93675e-008,-0.0288252
2.94175e-008,-0.0200168
2.94675e-008,-0.0180054
